ilce,mahalle,mahalle_uavt,cok_agir_hasarli,agir_hasarli,orta_hasarli,hafif_hasarli,can_kaybi,agir_yarali,hastane_tedavi,hafif_yarali,dogalgaz_hasar,icme_suyu_hasar,atik_su_hasar,barinma_hane,agir_ve_ustu_hasarli,toplam_hasarli,bina_1980_oncesi,bina_1980_2000,bina_2000_sonrasi,bina_1_4_kat,bina_5_9_kat,bina_9_19_kat,toplam_bina,oran_1980_oncesi,oran_2000_oncesi,oran_yuksek_kat,dask_risk_sinifi
TUZLA,EVLİYA ÇELEBİ,40718,19,65,255,395,9,4,27,56,1,1,3,931,84,734,88,590,554,871,360,1,1232,0.0714,0.5503,0.293,1
TUZLA,FATİH,40731,1,5,32,72,0,0,0,0,0,0,0,43,6,110,0,61,271,303,29,0,332,0,0.1837,0.0873,2
TUZLA,İÇMELER,40716,14,43,193,344,8,5,27,54,0,0,1,725,57,594,269,713,198,908,271,1,1180,0.228,0.8322,0.2305,1
TUZLA,İSTASYON,40723,46,98,312,450,29,19,80,149,1,2,5,1930,144,906,301,398,664,894,469,0,1363,0.2208,0.5128,0.3441,1
TUZLA,MESCİT,40732,5,27,123,197,1,1,7,17,1,1,2,371,32,352,13,41,638,625,67,0,692,0.0188,0.078,0.0968,1
TUZLA,MİMAR SİNAN,40721,77,199,586,717,57,43,159,293,1,2,5,3143,276,1579,240,1582,490,1998,262,52,2312,0.1038,0.7881,0.1358,2
TUZLA,ORHANLI,40728,12,72,332,526,1,1,6,12,0,1,4,157,84,942,81,89,1675,1693,148,4,1845,0.0439,0.0921,0.0824,3
TUZLA,ORTA,40729,3,24,138,274,1,0,4,13,0,1,1,429,27,439,2,11,967,762,216,2,980,0.002,0.0133,0.2224,3
TUZLA,POSTANE,40719,56,183,737,1001,17,10,65,130,2,2,6,1878,239,1977,719,1416,1223,3061,288,9,3358,0.2141,0.6358,0.0884,1
TUZLA,ŞİFA,40722,103,238,673,733,81,50,218,392,2,2,6,4163,341,1747,234,1538,584,1844,483,29,2356,0.0993,0.7521,0.2173,2
TUZLA,TEPEÖREN,40726,8,49,287,595,0,0,2,4,1,1,0,332,57,939,78,188,2515,2699,81,1,2781,0.028,0.0956,0.0295,2
TUZLA,YAYLA,40715,23,65,292,553,19,12,59,121,1,1,2,1815,88,933,387,583,740,1105,598,7,1710,0.2263,0.5673,0.3538,1
ÜMRANİYE,ADEM YAVUZ,98684,5,24,137,356,2,1,12,28,0,0,1,599,29,522,390,927,342,1383,254,22,1659,0.2351,0.7939,0.1664,3
ÜMRANİYE,ALTINŞEHİR,98685,3,15,126,418,3,1,12,31,1,1,1,694,18,562,180,1020,647,938,895,14,1847,0.0975,0.6497,0.4921,3
ÜMRANİYE,ARMAĞANEVLER,98686,2,9,87,346,1,0,9,26,0,0,1,678,11,444,240,499,947,562,1002,122,1686,0.1423,0.4383,0.6667,3
ÜMRANİYE,AŞAĞI DUDULLU,40742,5,26,151,337,2,1,11,26,0,0,1,497,31,519,111,845,408,1113,224,27,1364,0.0814,0.7009,0.184,3
ÜMRANİYE,ATAKENT,40748,1,6,57,197,0,0,4,14,0,0,0,412,7,261,24,548,416,656,290,42,988,0.0243,0.5789,0.336,3
ÜMRANİYE,ATATÜRK,40735,2,7,68,276,2,1,9,23,0,0,0,423,9,353,366,518,465,519,770,60,1349,0.2713,0.6553,0.6153,2
ÜMRANİYE,CEMİL MERİÇ,98688,14,56,284,644,7,7,24,57,1,1,1,1014,70,998,325,2024,531,2618,241,21,2880,0.1128,0.8156,0.091,3
ÜMRANİYE,ÇAKMAK,40738,1,5,52,275,0,0,5,18,0,0,1,424,6,333,150,464,908,394,1071,57,1522,0.0986,0.4034,0.7411,3
ÜMRANİYE,ÇAMLIK,98689,0,3,28,161,0,0,2,8,0,0,0,209,3,192,4,344,625,277,613,83,973,0.0041,0.3577,0.7153,3
ÜMRANİYE,DUMLUPINAR,98690,5,29,163,434,0,0,9,23,0,0,1,460,34,631,276,1674,517,2417,49,1,2467,0.1119,0.7904,0.0203,2
ÜMRANİYE,ELMALIKENT,98691,3,20,141,383,0,0,8,24,0,0,1,599,23,547,90,1589,399,1816,220,42,2078,0.0433,0.808,0.1261,2
ÜMRANİYE,ESENEVLER,98692,1,3,37,196,0,0,3,13,0,0,0,285,4,237,74,473,610,374,727,56,1157,0.064,0.4728,0.6768,2
ÜMRANİYE,ESENKENT,98709,3,21,163,462,0,0,4,18,1,1,2,580,24,649,40,997,1017,1434,601,19,2054,0.0195,0.5049,0.3019,3
ÜMRANİYE,ESENŞEHİR,40747,5,24,163,414,4,1,13,31,1,1,1,692,29,606,157,894,601,1077,553,22,1652,0.095,0.6362,0.3481,3
ÜMRANİYE,FATİH SULTAN MEHMET,98693,0,2,15,54,0,0,1,3,0,0,0,73,2,71,15,57,147,107,94,18,219,0.0685,0.3288,0.5114,3
ÜMRANİYE,HEKİMBAŞI,40744,3,18,107,286,0,0,3,12,0,0,0,201,21,414,197,1140,360,1678,18,1,1697,0.1161,0.7879,0.0112,4
ÜMRANİYE,HUZUR,98694,2,14,108,264,0,0,5,15,0,0,1,356,16,388,37,798,395,1089,137,4,1230,0.0301,0.6789,0.1146,3
ÜMRANİYE,IHLAMURKUYU,40745,6,26,147,373,3,2,13,31,0,1,1,635,32,552,398,846,402,1249,379,18,1646,0.2418,0.7558,0.2412,3
ÜMRANİYE,İNKILAP,40737,4,22,175,481,1,0,8,26,1,1,1,776,26,682,240,1498,755,2020,379,94,2493,0.0963,0.6972,0.1897,3
ÜMRANİYE,İSTİKLAL,40739,2,7,69,335,1,0,7,24,0,0,1,589,9,413,103,918,827,505,1266,77,1848,0.0557,0.5525,0.7267,3
ÜMRANİYE,KAZIM KARABEKİR,40743,5,25,179,459,2,0,9,25,0,0,1,580,30,668,562,1465,402,2243,183,3,2429,0.2314,0.8345,0.0766,3
ÜMRANİYE,MADENLER,98695,1,7,57,187,0,0,3,12,0,0,1,305,8,252,5,397,532,621,276,37,934,0.0054,0.4304,0.3351,3
ÜMRANİYE,MEHMET AKİF,98696,0,2,19,110,0,0,2,8,0,0,0,226,2,131,5,165,507,136,375,166,677,0.0074,0.2511,0.7991,3
ÜMRANİYE,NAMIK KEMAL,40736,2,7,68,283,1,0,8,20,0,0,0,434,9,360,366,631,553,656,862,32,1550,0.2361,0.6432,0.5768,2
ÜMRANİYE,NECİP FAZIL,98699,9,43,238,532,8,2,24,55,1,1,1,1235,52,822,30,1163,790,1362,541,80,1983,0.0151,0.6016,0.3132,3
ÜMRANİYE,PARSELLER,98700,3,18,124,301,1,0,8,22,0,0,1,584,21,446,2,679,641,1083,222,17,1322,0.0015,0.5151,0.1808,3
ÜMRANİYE,SARAY,98701,1,3,24,73,0,0,0,1,0,0,0,24,4,101,43,71,254,293,40,35,368,0.1168,0.3098,0.2038,3
ÜMRANİYE,SİTE,98702,4,17,101,297,2,1,9,26,0,1,1,656,21,419,276,610,570,986,349,121,1456,0.1896,0.6085,0.3228,3
ÜMRANİYE,ŞERİFALİ,98703,1,5,48,179,0,0,1,4,0,0,1,133,6,233,7,280,679,508,391,67,966,0.0072,0.2971,0.4741,2
ÜMRANİYE,TANTAVİ,98704,1,3,24,83,0,0,2,6,0,0,0,182,4,111,36,200,191,166,234,27,427,0.0843,0.5527,0.6112,2
ÜMRANİYE,TATLISU,98705,0,3,24,110,0,0,1,7,0,0,0,223,3,137,8,260,421,279,221,189,689,0.0116,0.389,0.5951,3
ÜMRANİYE,TEPEÜSTÜ,98706,1,6,50,181,1,0,4,12,0,0,0,262,7,238,201,499,225,544,364,17,925,0.2173,0.7568,0.4119,3
ÜMRANİYE,TOPAĞACI,98707,5,32,186,501,0,0,7,23,0,1,1,515,37,724,260,2051,611,2868,54,0,2922,0.089,0.7909,0.0185,4
ÜMRANİYE,YAMANEVLER,98708,1,5,47,185,0,0,4,13,0,0,0,251,6,238,163,352,334,404,434,11,849,0.192,0.6066,0.5241,3
ÜMRANİYE,YUKARI DUDULLU,40741,4,21,159,483,1,0,6,19,1,1,1,539,25,667,67,1383,856,1524,762,20,2306,0.0291,0.6288,0.3391,3
ÜSKÜDAR,ACIBADEM,40778,2,6,38,185,2,1,13,28,0,0,1,385,8,231,268,412,146,92,690,44,826,0.3245,0.8232,0.8886,2
ÜSKÜDAR,AHMEDİYE,98664,3,7,46,164,3,1,9,18,0,0,0,312,10,220,203,324,69,143,450,3,596,0.3406,0.8842,0.7601,3
ÜSKÜDAR,ALTUNİZADE,40781,2,8,52,197,1,0,6,16,0,0,1,895,10,259,173,461,195,353,413,63,829,0.2087,0.7648,0.5742,3
ÜSKÜDAR,AZİZ MAHMUT HÜDAYİ,98665,7,16,93,240,4,2,13,25,0,0,0,171,23,356,416,348,62,394,428,4,826,0.5036,0.9249,0.523,3
ÜSKÜDAR,BAHÇELİEVLER,40785,6,29,154,419,2,1,11,30,0,0,1,395,35,608,569,1254,417,1944,295,1,2240,0.254,0.8138,0.1321,4
ÜSKÜDAR,BARBAROS,40786,2,7,44,152,2,1,8,19,0,0,0,478,9,205,181,400,60,270,349,22,641,0.2824,0.9064,0.5788,3
ÜSKÜDAR,BEYLERBEYİ,40787,4,14,98,218,0,0,4,13,0,0,0,330,18,334,540,215,157,773,139,0,912,0.5921,0.8279,0.1524,3
ÜSKÜDAR,BULGURLU,40788,1,5,51,253,1,0,6,18,0,0,0,627,6,310,124,1076,160,386,928,46,1360,0.0912,0.8824,0.7162,2
ÜSKÜDAR,BURHANİYE,40789,4,17,132,364,1,0,10,24,0,0,1,605,21,517,501,831,332,1153,510,1,1664,0.3011,0.8005,0.3071,2
ÜSKÜDAR,CUMHURİYET,40790,3,8,84,386,2,1,11,28,0,1,1,693,11,481,230,1119,523,460,1390,22,1872,0.1229,0.7206,0.7543,2
ÜSKÜDAR,ÇENGELKÖY,98666,7,24,171,402,2,1,11,27,1,0,1,320,31,604,713,847,259,1432,384,3,1819,0.392,0.8576,0.2128,4
ÜSKÜDAR,FERAH,40794,6,23,149,358,5,3,19,42,1,0,1,332,29,536,204,775,315,815,479,0,1294,0.1577,0.7566,0.3702,2
ÜSKÜDAR,GÜZELTEPE,40797,3,12,106,283,1,0,6,17,0,0,0,168,15,404,423,727,251,1092,308,1,1401,0.3019,0.8208,0.2206,2
ÜSKÜDAR,İCADİYE,40802,6,17,106,341,5,1,15,31,0,0,0,782,23,470,685,580,97,478,883,1,1362,0.5029,0.9288,0.649,3
ÜSKÜDAR,KANDİLLİ,40806,1,6,47,113,0,0,0,1,0,0,0,159,7,167,211,279,86,554,22,0,576,0.3663,0.8507,0.0382,4
ÜSKÜDAR,KISIKLI,40809,4,17,128,373,2,1,10,27,1,1,1,471,21,522,256,991,315,938,611,13,1562,0.1639,0.7983,0.3995,2
ÜSKÜDAR,KİRAZLITEPE,40808,6,24,158,351,3,2,14,31,0,0,0,120,30,539,733,580,191,1361,143,0,1504,0.4874,0.873,0.0951,2
ÜSKÜDAR,KULELİ,40810,1,6,37,93,0,0,0,4,0,0,0,172,7,137,251,188,36,461,14,0,475,0.5284,0.9242,0.0295,4
ÜSKÜDAR,KUZGUNCUK,40811,4,16,109,264,1,0,5,11,0,0,0,268,20,393,304,574,184,935,127,0,1062,0.2863,0.8267,0.1196,3
ÜSKÜDAR,KÜÇÜKÇAMLICA,98667,5,24,157,364,0,0,7,25,1,1,1,466,29,550,243,790,458,1267,222,2,1491,0.163,0.6928,0.1502,2
ÜSKÜDAR,KÜÇÜKSU,40812,3,13,100,276,1,0,4,18,0,0,1,358,16,392,291,904,239,1056,377,1,1434,0.2029,0.8333,0.2636,4
ÜSKÜDAR,KÜPLÜCE,40813,5,17,142,357,2,1,11,26,0,0,1,228,22,521,717,744,148,1201,408,0,1609,0.4456,0.908,0.2536,2
ÜSKÜDAR,MEHMET AKİF ERSOY,40814,5,22,168,416,3,1,13,32,0,0,1,308,27,611,578,1045,300,1574,341,8,1923,0.3006,0.844,0.1815,2
ÜSKÜDAR,MİMAR SİNAN,98668,12,27,131,342,11,6,29,58,0,0,1,722,39,512,493,412,143,522,524,2,1048,0.4704,0.8635,0.5019,3
ÜSKÜDAR,MURATREİS,40815,4,11,67,259,6,3,16,32,0,0,0,420,15,341,520,320,159,401,597,1,999,0.5205,0.8408,0.5986,3
ÜSKÜDAR,SALACAK,40804,4,8,56,199,3,2,9,20,0,0,0,908,12,267,475,247,49,252,518,1,771,0.6161,0.9364,0.6732,3
ÜSKÜDAR,SELAMİ ALİ,40819,3,9,53,203,4,2,12,25,0,0,0,295,12,268,378,276,128,188,591,3,782,0.4834,0.8363,0.7596,3
ÜSKÜDAR,SELİMİYE,40820,6,16,76,208,3,1,8,16,0,1,0,326,22,306,443,236,100,396,372,11,779,0.5687,0.8716,0.4917,3
ÜSKÜDAR,SULTANTEPE,98669,7,15,78,222,6,3,18,35,0,0,0,888,22,322,468,222,47,198,538,1,737,0.635,0.9362,0.7313,3
ÜSKÜDAR,ÜNALAN,40827,8,24,173,507,7,3,23,51,1,1,1,915,32,712,953,1059,190,1239,805,158,2202,0.4328,0.9137,0.4373,2
ÜSKÜDAR,VALİDE-İ ATİK,40828,5,13,82,316,7,3,19,39,0,0,0,942,18,416,576,475,163,291,922,1,1214,0.4745,0.8657,0.7603,3
ÜSKÜDAR,YAVUZTÜRK,40830,5,27,220,612,2,1,15,42,1,1,1,387,32,864,496,2354,372,2804,387,31,3222,0.1539,0.8845,0.1297,2
ÜSKÜDAR,ZEYNEP KAMİL,98670,2,5,35,173,3,1,10,20,0,0,0,241,7,215,248,424,27,112,586,1,699,0.3548,0.9614,0.8398,3
ZEYTİNBURNU,BEŞTELSİZ,40838,43,89,354,622,56,31,147,268,0,1,2,2291,132,1108,361,880,309,482,1058,10,1550,0.2329,0.8006,0.689,1
ZEYTİNBURNU,ÇIRPICI,40837,49,98,357,572,77,43,202,360,1,1,2,2760,147,1076,381,759,311,464,986,1,1451,0.2626,0.7857,0.6802,2
ZEYTİNBURNU,GÖKALP,40834,31,62,253,456,45,24,118,215,0,1,2,1111,93,802,116,716,243,218,856,1,1075,0.1079,0.774,0.7972,1
ZEYTİNBURNU,KAZLIÇEŞME,40840,25,44,126,182,13,8,36,68,0,1,3,346,69,377,111,171,240,449,60,13,522,0.2126,0.5402,0.1398,1
ZEYTİNBURNU,MALTEPE,40843,62,125,378,513,15,8,44,81,1,1,4,181,187,1078,450,927,185,1228,269,65,1562,0.2881,0.8816,0.2138,2
ZEYTİNBURNU,MERKEZEFENDİ,40842,29,60,216,369,39,24,105,193,1,1,2,2617,89,674,182,625,162,469,469,31,969,0.1878,0.8328,0.516,2
ZEYTİNBURNU,NURİPAŞA,40832,39,77,308,529,66,37,173,314,1,1,2,3220,116,953,43,1017,183,251,991,1,1243,0.0346,0.8528,0.7981,1
ZEYTİNBURNU,SEYİTNİZAM,40841,37,92,363,592,51,28,134,246,1,1,3,2363,129,1084,157,1024,372,839,672,42,1553,0.1011,0.7605,0.4598,2
ZEYTİNBURNU,SÜMER,40831,41,80,319,561,87,47,229,414,1,1,3,5682,121,1001,53,1025,223,252,989,60,1301,0.0407,0.8286,0.8063,1
ZEYTİNBURNU,TELSİZ,40839,72,133,470,801,84,48,223,400,1,1,3,1094,205,1476,567,763,710,596,1443,1,2040,0.2779,0.652,0.7078,1
ZEYTİNBURNU,VELİEFENDİ,40836,39,80,309,530,66,38,175,317,1,1,2,3400,119,958,92,1020,185,418,879,0,1297,0.0709,0.8574,0.6777,1
ZEYTİNBURNU,YENİDOĞAN,40833,17,33,135,234,24,13,63,114,0,0,1,1715,50,419,31,450,67,109,438,1,548,0.0566,0.8777,0.8011,1
ZEYTİNBURNU,YEŞİLTEPE,40835,26,52,211,374,45,25,118,216,0,0,1,4250,78,663,50,726,113,203,685,1,889,0.0562,0.8729,0.7717,1
